SES_Verslagjaar;SES_PC4;SES_Aantal_huishoudens;SES_Deelscore_welvaart;SES_Deelscore_arbeid;SES_Totaalscore;SES_Spreiding_welvaart;SES_Spreiding_arbeid;SES_Spreiding_totaalscore;SES_Interval_ondergrens;SES_Interval_bovengrens
2021;3248;900;0,08;0,077;0,129;0,312;0,255;0,686;0,672;0,7
2021;3249;500;0,015;0,072;0,044;0,33;0,232;0,669;0,655;0,682
2021;3251;1500;0,039;0,07;0,069;0,339;0,252;0,721;0,715;0,728
2021;3252;1000;0,152;0,091;0,272;0,272;0,226;0,622;0,614;0,63
2021;3253;2500;0,158;0,084;0,243;0,272;0,223;0,613;0,604;0,622
2021;3255;2200;0,03;0,056;0,051;0,35;0,263;0,749;0,739;0,758
2021;3256;500;0,012;0,069;0,017;0,371;0,261;0,795;0,78;0,809
2021;3257;1200;0,019;0,065;0,042;0,348;0,253;0,734;0,724;0,745
2021;3258;700;0,025;0,086;0,071;0,346;0,24;0,738;0,722;0,754
2021;3261;4400;0,087;0,057;0,157;0,325;0,261;0,73;0,726;0,735
2021;3262;4000;0,065;0,061;0,123;0,324;0,254;0,724;0,718;0,73
2021;3263;1900;0,127;0,1;0,265;0,272;0,227;0,616;0,609;0,622
2021;3264;1600;0,14;0,095;0,25;0,266;0,221;0,594;0,584;0,603
2021;3265;700;0,088;0,092;0,161;0,307;0,234;0,667;0,65;0,683
2021;3267;800;0,078;0,068;0,129;0,317;0,263;0,686;0,673;0,699
2021;3271;2000;0,168;0,085;0,314;0,268;0,225;0,632;0,625;0,64
2021;3273;900;0,122;0,078;0,212;0,285;0,231;0,65;0,642;0,657
2021;3274;1600;0,108;0,094;0,207;0,3;0,232;0,677;0,664;0,69
2021;3281;3900;0,099;0,073;0,173;0,317;0,24;0,706;0,698;0,714
2021;3284;1600;0,094;0,056;0,143;0,312;0,265;0,722;0,71;0,734
2021;3286;1800;0,124;0,098;0,235;0,279;0,22;0,622;0,611;0,633
2021;3291;3400;0,089;0,071;0,156;0,314;0,246;0,697;0,689;0,704
2021;3292;200;0,093;0,099;0,202;0,283;0,243;0,633;0,611;0,655
2021;3293;200;0,05;0,092;0,143;0,328;0,234;0,698;0,676;0,721
2021;3295;3900;0,059;0,073;0,116;0,322;0,246;0,698;0,691;0,705
2021;3297;3100;0,057;0,06;0,098;0,325;0,252;0,715;0,708;0,721
2021;3299;1400;0,146;0,088;0,251;0,275;0,22;0,617;0,605;0,628
2021;3311;8800;-0,025;-0,024;-0,017;0,41;0,355;0,922;0,919;0,925
2021;3312;5200;0,001;0,024;0,06;0,372;0,331;0,867;0,863;0,871
2021;3313;2700;-0,069;0,002;-0,119;0,358;0,324;0,819;0,813;0,825
2021;3314;7300;-0,118;-0,05;-0,23;0,399;0,394;0,954;0,951;0,958
2021;3315;7800;0,076;0,063;0,171;0,315;0,283;0,749;0,746;0,753
2021;3316;300;0,094;0,053;0,176;0,321;0,278;0,717;0,694;0,74
2021;3317;7100;-0,179;-0,1;-0,377;0,421;0,417;1,003;0,998;1,008
2021;3318;2900;-0,149;-0,097;-0,34;0,412;0,36;0,93;0,921;0,938
2021;3319;4300;0,132;0,055;0,245;0,295;0,242;0,702;0,696;0,708
2021;3328;7200;0,073;0,053;0,16;0,291;0,272;0,692;0,687;0,697
2021;3329;800;0,245;0,091;0,486;0,222;0,252;0,625;0,614;0,636
2021;3331;5200;-0,037;-0,012;-0,086;0,383;0,352;0,862;0,857;0,867
2021;3332;4600;-0,023;-0,019;-0,088;0,379;0,288;0,832;0,826;0,839
2021;3333;3200;-0,062;0,009;-0,102;0,372;0,341;0,844;0,839;0,848
2021;3334;2800;-0,037;-0,012;-0,085;0,387;0,331;0,86;0,853;0,867
2021;3335;2600;0,137;0,104;0,287;0,258;0,22;0,6;0,592;0,608
2021;3336;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3341;3200;0,045;0,054;0,105;0,345;0,272;0,773;0,764;0,783
2021;3342;2500;0,086;0,067;0,178;0,318;0,266;0,711;0,701;0,72
2021;3343;2700;0,094;0,09;0,208;0,295;0,232;0,66;0,655;0,665
2021;3344;3700;0,144;0,12;0,344;0,274;0,216;0,641;0,635;0,647
2021;3351;4100;0,021;0,025;0,036;0,352;0,282;0,751;0,746;0,756
2021;3352;1400;0,088;0,057;0,175;0,305;0,268;0,695;0,678;0,713
2021;3353;3000;-0,071;-0,026;-0,154;0,394;0,341;0,854;0,847;0,862
2021;3354;1100;0,121;0,058;0,213;0,255;0,256;0,615;0,604;0,626
2021;3355;2400;0,101;0,081;0,218;0,311;0,252;0,7;0,692;0,708
2021;3356;2100;0,135;0,093;0,272;0,28;0,238;0,668;0,659;0,676
2021;3361;2600;0,084;0,072;0,18;0,306;0,266;0,688;0,68;0,697
2021;3362;5000;-0,053;-0,015;-0,127;0,389;0,338;0,868;0,864;0,871
2021;3363;2900;0,051;0,077;0,134;0,318;0,254;0,71;0,705;0,714
2021;3364;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3366;300;0,195;0,086;0,304;0,236;0,233;0,596;0,567;0,625
2021;3371;4900;0,066;0,08;0,125;0,323;0,245;0,709;0,706;0,712
2021;3372;1800;0,046;0,08;0,097;0,342;0,251;0,716;0,705;0,728
2021;3373;400;0,18;0,173;0,401;0,2;0,143;0,461;0,446;0,477
2021;3381;1900;0,169;0,087;0,272;0,266;0,226;0,612;0,604;0,621
2021;3401;5300;0,1;0,077;0,219;0,32;0,247;0,721;0,719;0,723
2021;3402;4300;-0,017;-0,018;-0,052;0,39;0,344;0,881;0,875;0,887
2021;3403;800;0,216;0,108;0,412;0,201;0,204;0,521;0,505;0,536
2021;3404;3900;0,139;0,12;0,325;0,269;0,221;0,643;0,637;0,649
2021;3405;1400;0,15;0,095;0,252;0,289;0,232;0,646;0,64;0,653
2021;3411;3200;0,113;0,078;0,177;0,311;0,253;0,685;0,68;0,69
2021;3412;500;0,179;0,108;0,311;0,253;0,23;0,625;0,612;0,637
2021;3413;100;0,165;0,154;0,327;0,208;0,167;0,514;0,471;0,557
2021;3415;500;0,189;0,129;0,341;0,249;0,2;0,564;0,551;0,578
2021;3417;4100;0,138;0,088;0,244;0,284;0,23;0,646;0,641;0,652
2021;3421;3600;0,105;0,074;0,18;0,317;0,245;0,705;0,698;0,711
2021;3425;300;0,269;0,121;0,457;0,175;0,193;0,492;0,472;0,511
2021;3431;4200;-0,051;-0,019;-0,097;0,377;0,35;0,865;0,859;0,87
2021;3432;3000;-0,032;0,022;-0,006;0,367;0,339;0,831;0,827;0,835
2021;3433;1600;0,04;0,03;0,075;0,351;0,28;0,776;0,768;0,784
2021;3434;3800;0,04;0,031;0,076;0,332;0,286;0,742;0,735;0,748
2021;3435;2700;0,067;0,035;0,127;0,316;0,284;0,735;0,724;0,745
2021;3436;2600;0,058;0,052;0,136;0,326;0,29;0,731;0,724;0,738
2021;3437;6000;0,075;0,031;0,127;0,321;0,29;0,75;0,746;0,755
2021;3438;4500;0,078;0,053;0,166;0,318;0,273;0,737;0,731;0,744
2021;3439;800;-0,065;-0,01;-0,015;0,359;0,364;0,805;0,793;0,818
2021;3441;1500;0,044;0,064;0,167;0,359;0,265;0,734;0,726;0,743
2021;3442;1800;0,04;0,05;0,097;0,342;0,263;0,749;0,739;0,759
2021;3443;3400;0,015;0,009;0,016;0,383;0,302;0,825;0,817;0,833
2021;3444;100;0,28;0,09;0,499;0,177;0,214;0,533;0,505;0,561
2021;3445;1900;0,133;0,045;0,245;0,301;0,248;0,708;0,702;0,715
2021;3446;3400;0,218;0,138;0,482;0,209;0,191;0,554;0,549;0,559
2021;3447;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3448;3800;0,052;0,045;0,137;0,356;0,305;0,799;0,794;0,804
2021;3449;300;0,146;0,113;0,323;0,264;0,217;0,583;0,563;0,602
2021;3451;4800;0,146;0,093;0,35;0,293;0,237;0,699;0,694;0,704
2021;3452;5100;0,165;0,13;0,443;0,28;0,218;0,688;0,684;0,693
2021;3453;3400;0,137;0,112;0,341;0,292;0,234;0,711;0,705;0,716
2021;3454;5000;0,163;0,089;0,359;0,281;0,239;0,689;0,686;0,693
2021;3455;200;0,175;0,092;0,385;0,304;0,218;0,667;0,625;0,709
2021;3461;1500;0,159;0,099;0,318;0,264;0,225;0,615;0,608;0,621
2021;3464;100;0,232;0,107;0,373;0,239;0,218;0,589;0,556;0,623
2021;3465;700;0,148;0,125;0,308;0,281;0,209;0,615;0,602;0,628
2021;3466;600;0,155;0,094;0,269;0,278;0,214;0,624;0,608;0,64
2021;3467;300;0,174;0,122;0,34;0,27;0,215;0,645;0,629;0,661
2021;3471;1500;0,142;0,1;0,284;0,295;0,223;0,637;0,628;0,646
2021;3474;900;0,146;0,096;0,268;0,289;0,23;0,636;0,624;0,649
2021;3481;3400;0,149;0,077;0,271;0,287;0,246;0,655;0,647;0,663
2021;3511;5500;0,06;0,015;0,278;0,36;0,312;0,735;0,731;0,739
2021;3512;4900;0,029;0,009;0,262;0,379;0,319;0,726;0,724;0,729
2021;3513;3800;0,017;0,021;0,198;0,384;0,328;0,865;0,86;0,871
2021;3514;3700;0,099;0,043;0,371;0,354;0,294;0,724;0,72;0,728
2021;3515;2800;0,006;0,013;0,182;0,406;0,337;0,89;0,886;0,895
2021;3521;3100;0,125;0,062;0,416;0,318;0,283;0,705;0,701;0,71
2021;3522;4300;0,013;0,005;0,131;0,399;0,345;0,938;0,935;0,942
2021;3523;5000;0,02;0,008;0,175;0,381;0,333;0,884;0,879;0,889
2021;3524;5700;-0,057;-0,04;0,004;0,426;0,392;0,98;0,977;0,984
2021;3525;2600;-0,036;-0,013;0,01;0,429;0,37;1,037;1,028;1,046
2021;3526;5900;-0,163;-0,099;-0,251;0,418;0,426;1,005;1,002;1,007
2021;3527;5500;-0,117;-0,06;-0,157;0,418;0,405;1,025;1,021;1,028
2021;3528;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3531;5900;-0,004;0,005;0,148;0,398;0,344;0,895;0,891;0,899
2021;3532;3500;0,003;-0,006;0,156;0,403;0,361;0,911;0,907;0,916
2021;3533;3800;0,145;0,061;0,396;0,319;0,276;0,756;0,751;0,762
2021;3534;500;0,167;0,14;0,489;0,213;0,186;0,531;0,515;0,546
2021;3541;3200;0,055;0,052;0,266;0,38;0,321;0,869;0,865;0,874
2021;3542;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3543;4600;0,117;0,1;0,366;0,314;0,254;0,735;0,729;0,741
2021;3544;8400;0,114;0,091;0,34;0,327;0,27;0,79;0,786;0,794
2021;3545;400;0,079;0,105;0,333;0,38;0,266;0,839;0,829;0,85
2021;3546;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3551;3600;-0,042;-0,008;0,054;0,394;0,347;0,91;0,905;0,916
2021;3552;3800;-0,065;-0,023;-0,027;0,418;0,371;1,011;1,006;1,015
2021;3553;3700;0,004;0,034;0,18;0,377;0,315;0,823;0,819;0,826
2021;3554;3400;-0,093;-0,044;-0,125;0,431;0,395;1,04;1,033;1,047
2021;3555;4000;-0,067;-0,02;-0,049;0,42;0,375;1,006;1,002;1,01
2021;3561;4100;-0,177;-0,089;-0,302;0,426;0,418;1,041;1,036;1,045
2021;3562;3600;-0,242;-0,163;-0,492;0,415;0,445;1,029;1,025;1,034
2021;3563;3500;-0,177;-0,113;-0,342;0,42;0,447;1,082;1,078;1,086
2021;3564;4500;-0,248;-0,184;-0,535;0,425;0,488;1,09;1,086;1,094
2021;3565;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3566;100;0,229;0,148;0,54;0,237;0,171;0,533;0,508;0,557
2021;3571;4100;0,164;0,055;0,437;0,306;0,273;0,688;0,683;0,693
2021;3572;5700;0,096;0,034;0,346;0,351;0,3;0,734;0,73;0,737
2021;3573;2100;0,202;0,103;0,517;0,24;0,235;0,607;0,601;0,614
2021;3581;5000;0,082;0,025;0,328;0,366;0,307;0,75;0,746;0,754
2021;3582;4300;-0,047;-0,037;0,061;0,427;0,371;0,927;0,923;0,93
2021;3583;2700;0,127;0,045;0,402;0,339;0,283;0,69;0,685;0,695
2021;3584;2000;-0,051;-0,11;0,054;0,457;0,382;0,842;0,836;0,848
2021;3585;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3601;3400;0,048;0,016;0,062;0,369;0,283;0,82;0,811;0,828
2021;3602;1400;0,234;0,099;0,441;0,216;0,218;0,602;0,594;0,61
2021;3603;1100;0,246;0,081;0,472;0,202;0,227;0,577;0,567;0,587
2021;3604;1100;0,243;0,123;0,522;0,191;0,199;0,539;0,53;0,549
2021;3605;2800;-0,073;0,005;-0,117;0,372;0,334;0,862;0,856;0,869
2021;3606;300;-0,104;0,019;-0,042;0,316;0,324;0,688;0,669;0,707
2021;3607;5400;0,125;0,096;0,263;0,26;0,233;0,609;0,603;0,615
2021;3608;1400;0,081;0,042;0,13;0,293;0,274;0,692;0,681;0,703
2021;3611;200;0,278;0,117;0,596;0,171;0,202;0,492;0,473;0,51
2021;3612;800;0,133;0,079;0,289;0,305;0,258;0,68;0,67;0,691
2021;3615;500;0,203;0,089;0,377;0,257;0,242;0,609;0,588;0,631
2021;3621;4700;0,094;0,04;0,171;0,342;0,276;0,769;0,766;0,773
2021;3625;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3626;300;0,203;0,125;0,407;0,227;0,199;0,521;0,503;0,538
2021;3628;1400;0,127;0,069;0,233;0,326;0,259;0,722;0,712;0,732
2021;3631;200;0,235;0,073;0,433;0,224;0,243;0,573;0,545;0,602
2021;3632;1900;0,101;0,038;0,202;0,353;0,276;0,798;0,791;0,806
2021;3633;800;0,163;0,061;0,331;0,299;0,263;0,694;0,682;0,706
2021;3634;200;0,258;0,081;0,454;0,175;0,213;0,49;0,468;0,511
2021;3641;5200;0,046;0,026;0,057;0,359;0,284;0,772;0,767;0,776
2021;3642;1300;0,101;0,078;0,205;0,316;0,265;0,708;0,699;0,718
2021;3643;600;0,189;0,109;0,362;0,242;0,217;0,572;0,56;0,583
2021;3645;4200;0,13;0,065;0,228;0,312;0,253;0,689;0,684;0,693
2021;3646;300;0,199;0,107;0,345;0,261;0,224;0,603;0,585;0,62
2021;3648;2900;0,132;0,086;0,249;0,308;0,24;0,674;0,668;0,68
2021;3651;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3652;300;0,174;0,111;0,304;0,269;0,216;0,61;0,592;0,627
2021;3653;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3701;3400;0,045;-0,005;0,093;0,38;0,307;0,816;0,811;0,821
2021;3702;1700;0,052;0,046;0,153;0,363;0,287;0,818;0,81;0,826
2021;3703;2600;0,062;-0,005;0,136;0,39;0,312;0,86;0,854;0,867
2021;3704;4100;0,012;0,013;0,056;0,385;0,318;0,875;0,871;0,879
2021;3705;4000;-0,019;0,002;0,026;0,425;0,341;0,941;0,937;0,945
2021;3706;2600;-0,149;-0,073;-0,229;0,429;0,409;0,947;0,942;0,952
2021;3707;2300;0,212;0,069;0,437;0,258;0,236;0,643;0,636;0,65
2021;3708;2800;0,08;0,013;0,179;0,37;0,297;0,851;0,845;0,856
2021;3709;200;0,114;-0,002;0,162;0,302;0,277;0,707;0,677;0,737
2021;3711;800;0,176;0,097;0,373;0,265;0,223;0,628;0,61;0,646
2021;3712;1200;0,095;0,029;0,201;0,371;0,299;0,866;0,858;0,875
2021;3721;3800;-0,006;-0,018;0,004;0,415;0,347;0,943;0,938;0,949
2021;3722;2100;0,187;0,032;0,328;0,267;0,236;0,67;0,66;0,68
2021;3723;4300;0,165;0,023;0,308;0,31;0,27;0,74;0,734;0,746
2021;3731;2700;0,127;0,038;0,264;0,325;0,281;0,771;0,764;0,777
2021;3732;2300;0,065;0,027;0,175;0,351;0,303;0,781;0,775;0,787
2021;3734;1800;0,126;0,055;0,276;0,329;0,258;0,741;0,732;0,749
2021;3735;600;0,332;0,057;0,606;0,106;0,218;0,457;0,445;0,47
2021;3737;700;0,258;0,104;0,532;0,199;0,215;0,513;0,501;0,525
2021;3738;2100;0,083;0,041;0,137;0,341;0,266;0,739;0,732;0,747
2021;3739;700;0,206;0,065;0,389;0,254;0,256;0,631;0,619;0,643
2021;3741;4200;0,06;0,04;0,13;0,356;0,288;0,788;0,781;0,794
2021;3742;4300;0,063;0,036;0,13;0,347;0,291;0,792;0,786;0,798
2021;3743;2300;0,195;0,013;0,319;0,272;0,256;0,674;0,667;0,681
2021;3744;200;0,206;0,001;0,343;0,277;0,255;0,636;0,595;0,676
2021;3749;100;0,086;0,059;0,23;0,376;0,274;0,758;0,735;0,781
2021;3751;3300;0,11;0,113;0,233;0,299;0,226;0,649;0,643;0,655
2021;3752;4800;0,105;0,083;0,176;0,295;0,243;0,663;0,658;0,669
2021;3754;300;0,235;0,112;0,385;0,207;0,211;0,531;0,513;0,55
2021;3755;4000;0,139;0,067;0,249;0,299;0,254;0,667;0,661;0,673
2021;3761;2300;0,193;0,031;0,309;0,26;0,232;0,656;0,647;0,664
2021;3762;3800;0,048;0,028;0,084;0,364;0,289;0,807;0,801;0,813
2021;3763;900;0,187;0,116;0,39;0,242;0,219;0,594;0,584;0,604
2021;3764;2500;0,017;-0,001;0,019;0,401;0,331;0,892;0,885;0,899
2021;3765;2300;-0,032;-0,037;-0,116;0,411;0,368;0,945;0,939;0,952
2021;3766;3100;0,096;0,039;0,165;0,318;0,268;0,733;0,728;0,737
2021;3768;2500;0,232;0,062;0,42;0,226;0,242;0,602;0,596;0,609
2021;3769;3200;0,077;0,079;0,195;0,319;0,255;0,709;0,703;0,715
2021;3771;4400;0,085;0,066;0,154;0,333;0,259;0,705;0,7;0,711
2021;3772;7500;0,04;0,082;0,128;0,335;0,26;0,729;0,725;0,733
2021;3773;1300;0,124;0,094;0,251;0,295;0,253;0,666;0,658;0,675
2021;3774;1800;0,174;0,15;0,327;0,267;0,175;0,55;0,54;0,56
2021;3775;100;0,248;0,069;0,451;0,207;0,254;0,548;0,513;0,583
2021;3776;600;0,158;0,133;0,317;0,264;0,2;0,566;0,552;0,581
2021;3781;4500;0,123;0,086;0,228;0,294;0,235;0,652;0,648;0,655
2021;3784;600;0,166;0,131;0,339;0,284;0,193;0,608;0,595;0,621
2021;3785;500;0,175;0,127;0,347;0,256;0,194;0,548;0,532;0,563
2021;3791;1100;0,151;0,083;0,261;0,289;0,229;0,652;0,638;0,666
2021;3792;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3794;200;0,143;0,096;0,294;0,301;0,246;0,646;0,631;0,661
2021;3811;4200;-0,016;0,006;0,074;0,397;0,326;0,832;0,828;0,835
2021;3812;5900;-0,045;0,018;-0,006;0,399;0,335;0,928;0,926;0,931
2021;3813;7200;-0,008;-0,009;-0,003;0,385;0,335;0,888;0,885;0,891
2021;3814;2900;-0,092;-0,029;-0,145;0,416;0,38;0,991;0,985;0,997
2021;3815;5100;-0,051;-0,018;-0,094;0,389;0,348;0,91;0,905;0,915
2021;3816;5500;-0,033;-0,017;-0,048;0,394;0,349;0,926;0,921;0,93
2021;3817;5500;0,074;0,039;0,211;0,371;0,298;0,844;0,839;0,849
2021;3818;4600;0,135;0,03;0,307;0,348;0,297;0,806;0,8;0,811
2021;3819;100;0,087;0,026;0,187;0,302;0,284;0,671;0,649;0,693
2021;3821;300;-0,154;-0,055;-0,169;0,419;0,373;0,844;0,831;0,857
2021;3822;3400;0,085;0,065;0,203;0,321;0,268;0,751;0,746;0,756
2021;3823;4700;0,1;0,086;0,271;0,314;0,258;0,727;0,722;0,732
2021;3824;5600;0,142;0,109;0,347;0,273;0,24;0,662;0,658;0,665
2021;3825;4900;0,156;0,147;0,447;0,27;0,196;0,62;0,615;0,625
2021;3826;2800;0,117;0,117;0,358;0,304;0,235;0,714;0,706;0,721
2021;3828;4300;0,174;0,082;0,334;0,241;0,227;0,591;0,585;0,597
2021;3829;1700;0,185;0,14;0,443;0,245;0,192;0,605;0,595;0,614
2021;3831;5900;0,117;0,053;0,234;0,298;0,262;0,685;0,68;0,69
2021;3832;1900;0,206;0,101;0,442;0,239;0,229;0,602;0,593;0,61
2021;3833;3000;0,11;0,046;0,219;0,309;0,268;0,702;0,697;0,707
2021;3834;1000;0,139;0,038;0,238;0,283;0,268;0,65;0,635;0,665
2021;3835;100;0,223;0,119;0,433;0,231;0,205;0,576;0,552;0,6
2021;3836;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3841;3200;0,01;0,03;0,054;0,368;0,301;0,779;0,773;0,785
2021;3842;2900;-0,064;-0,007;-0,144;0,377;0,324;0,868;0,859;0,877
2021;3843;2700;-0,058;-0,022;-0,137;0,4;0,37;0,935;0,926;0,943
2021;3844;4100;-0,006;0,006;0;0,367;0,321;0,83;0,826;0,834
2021;3845;3900;0,127;0,115;0,317;0,26;0,222;0,63;0,627;0,633
2021;3846;500;0,214;0,155;0,533;0,198;0,174;0,484;0,471;0,497
2021;3847;400;0,088;-0,015;0,082;0,318;0,262;0,677;0,663;0,691
2021;3848;1600;0,105;0,08;0,213;0,298;0,249;0,678;0,669;0,688
2021;3849;1400;0,124;0,072;0,228;0,32;0,256;0,68;0,67;0,691
2021;3851;5100;0,069;0,029;0,102;0,335;0,278;0,739;0,734;0,744
2021;3852;2300;0,097;0,031;0,154;0,347;0,283;0,77;0,766;0,775
2021;3853;3800;0,056;0,057;0,128;0,344;0,277;0,739;0,732;0,746
2021;3861;3800;0,03;0,051;0,071;0,369;0,289;0,797;0,793;0,802
2021;3862;5300;0,065;0,045;0,104;0,344;0,27;0,759;0,754;0,763
2021;3863;3000;0,132;0,118;0,306;0,276;0,222;0,623;0,618;0,629
2021;3864;1600;0,134;0,108;0,251;0,304;0,226;0,672;0,664;0,681
2021;3871;3900;0,163;0,078;0,3;0,264;0,237;0,629;0,622;0,636
2021;3881;4600;0,103;0,042;0,134;0,333;0,255;0,716;0,712;0,721
2021;3882;5100;0,097;0,1;0,204;0,319;0,235;0,683;0,676;0,69
2021;3886;800;0,168;0,09;0,283;0,271;0,217;0,598;0,582;0,613
2021;3888;1100;0,118;0,112;0,246;0,319;0,222;0,662;0,651;0,673
2021;3891;2400;0,023;0,026;0,034;0,341;0,285;0,748;0,741;0,755
2021;3892;2300;0,072;0,07;0,173;0,323;0,266;0,708;0,702;0,714
2021;3893;2400;0,11;0,117;0,286;0,286;0,228;0,641;0,637;0,645
2021;3894;1600;0,107;0,139;0,317;0,273;0,202;0,599;0,592;0,605
2021;3896;200;0,018;0,01;-0,006;0,411;0,309;0,866;0,841;0,892
2021;3897;700;-0,264;0,207;-0,087;0,468;0,101;0,683;0,669;0,697
2021;3898;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;3899;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3901;5200;-0,12;-0,055;-0,259;0,404;0,344;0,899;0,892;0,905
2021;3902;4200;0,031;0,04;0,079;0,344;0,297;0,793;0,788;0,798
2021;3903;3000;0,093;0,086;0,215;0,299;0,254;0,683;0,678;0,689
2021;3904;5500;0,034;0,043;0,097;0,367;0,293;0,786;0,781;0,791
2021;3905;5900;-0,002;0,043;0,03;0,356;0,301;0,785;0,78;0,79
2021;3906;2700;0,158;0,102;0,326;0,247;0,224;0,58;0,576;0,584
2021;3907;1600;0,118;0,152;0,384;0,28;0,19;0,602;0,597;0,608
2021;3911;6200;0,065;0,046;0,122;0,351;0,27;0,753;0,748;0,757
2021;3912;200;0,12;0,125;0,289;0,253;0,196;0,548;0,531;0,565
2021;3921;1700;0,083;0,082;0,154;0,328;0,241;0,698;0,69;0,706
2021;3922;200;0,216;0,124;0,405;0,233;0,193;0,585;0,56;0,609
2021;3925;4100;0,108;0,083;0,183;0,295;0,241;0,66;0,656;0,664
2021;3927;2100;0,137;0,128;0,284;0,281;0,199;0,603;0,599;0,607
2021;3931;5200;0,129;0,088;0,261;0,286;0,232;0,637;0,633;0,641
2021;3941;4300;0,118;0,029;0,219;0,335;0,277;0,767;0,761;0,773
2021;3945;1300;0,132;0,103;0,265;0,295;0,219;0,646;0,634;0,657
2021;3947;900;0,155;0,082;0,29;0,284;0,234;0,622;0,613;0,632
2021;3951;2100;0,196;0,046;0,345;0,249;0,252;0,652;0,645;0,66
2021;3953;500;0,194;0,1;0,395;0,254;0,217;0,592;0,581;0,603
2021;3956;3300;0,102;0,04;0,177;0,332;0,266;0,722;0,715;0,73
2021;3958;2300;0,082;0,049;0,155;0,339;0,271;0,747;0,74;0,753
2021;3959;600;0,036;0,05;0,088;0,391;0,297;0,804;0,787;0,821
2021;3961;4200;0,071;0,062;0,154;0,317;0,266;0,704;0,698;0,71
2021;3962;3700;0,131;0,074;0,246;0,28;0,246;0,659;0,652;0,665
2021;3971;3400;0,15;0,039;0,288;0,32;0,26;0,754;0,747;0,761
2021;3972;4700;0,064;0,008;0,124;0,372;0,314;0,85;0,845;0,855
2021;3981;3000;0,176;0,05;0,356;0,284;0,257;0,69;0,685;0,695
2021;3984;2400;0,176;0,081;0,338;0,26;0,234;0,634;0,628;0,639
2021;3985;1000;0,187;0,116;0,382;0,251;0,201;0,595;0,586;0,604
2021;3989;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;3991;6900;0,17;0,099;0,384;0,271;0,233;0,663;0,659;0,666
2021;3992;2600;0,153;0,06;0,316;0,29;0,263;0,702;0,695;0,71
2021;3993;2200;0,043;0,043;0,139;0,347;0,302;0,792;0,786;0,797
2021;3994;5400;0,173;0,111;0,409;0,27;0,225;0,646;0,641;0,652
2021;3995;1900;-0,072;-0,026;-0,093;0,393;0,376;0,936;0,929;0,943
2021;3997;300;0,2;0,079;0,36;0,247;0,237;0,57;0,553;0,587
2021;3998;800;0,183;0,114;0,361;0,264;0,203;0,614;0,601;0,627
2021;3999;300;0,201;0,114;0,4;0,248;0,194;0,531;0,506;0,556
2021;4001;5500;-0,118;-0,015;-0,206;0,398;0,355;0,882;0,878;0,886
2021;4002;1000;0,062;0,021;0,095;0,351;0,263;0,763;0,755;0,771
2021;4003;3500;-0,028;0,002;-0,059;0,395;0,32;0,853;0,85;0,856
2021;4004;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;4005;2500;-0,036;0,035;-0,055;0,377;0,311;0,832;0,826;0,838
2021;4006;1600;-0,221;-0,094;-0,458;0,395;0,392;0,897;0,886;0,907
2021;4007;3600;0,126;0,121;0,309;0,264;0,223;0,613;0,609;0,617
2021;4011;700;0,136;0,095;0,258;0,294;0,223;0,647;0,636;0,659
2021;4012;600;0,167;0,088;0,301;0,253;0,231;0,595;0,575;0,615
2021;4013;300;0,217;0,127;0,401;0,2;0,194;0,531;0,5;0,562
2021;4014;400;0,119;0,119;0,267;0,31;0,212;0,648;0,632;0,664
2021;4016;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;4017;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;4021;2000;0,056;0,068;0,1;0,34;0,266;0,745;0,739;0,751
2021;4023;300;0,109;0,093;0,233;0,34;0,23;0,714;0,696;0,732
2021;4024;700;0,143;0,08;0,22;0,28;0,237;0,623;0,61;0,635
2021;4031;900;0,094;0,073;0,158;0,335;0,259;0,712;0,7;0,724
2021;4032;300;0,16;0,108;0,281;0,293;0,227;0,649;0,624;0,674
2021;4033;2300;0,091;0,093;0,173;0,316;0,233;0,683;0,677;0,688
2021;4041;2400;0,043;0,09;0,114;0,345;0,248;0,725;0,717;0,734
2021;4043;2200;0,02;0,085;0,052;0,367;0,251;0,753;0,746;0,76
2021;4051;2000;0,042;0,084;0,089;0,33;0,242;0,692;0,682;0,702
2021;4053;400;0,049;0,104;0,129;0,34;0,229;0,669;0,653;0,685
2021;4054;400;0,124;0,098;0,227;0,298;0,237;0,661;0,643;0,679
