SES_Verslagjaar;SES_PC4;SES_Aantal_huishoudens;SES_Deelscore_welvaart;SES_Deelscore_arbeid;SES_Totaalscore;SES_Spreiding_welvaart;SES_Spreiding_arbeid;SES_Spreiding_totaalscore;SES_Interval_ondergrens;SES_Interval_bovengrens
2021;1732;300;0,089;0,099;0,181;0,321;0,224;0,641;0,626;0,657
2021;1733;1400;0,104;0,066;0,168;0,303;0,244;0,671;0,662;0,681
2021;1734;200;0,217;0,131;0,413;0,197;0,182;0,495;0,46;0,53
2021;1735;900;0,104;0,076;0,17;0,31;0,238;0,659;0,647;0,672
2021;1736;100;0,232;0,135;0,407;0,174;0,181;0,483;0,454;0,513
2021;1738;1100;0,134;0,088;0,223;0,291;0,231;0,652;0,639;0,664
2021;1741;5900;0,033;0,021;0,035;0,341;0,271;0,754;0,749;0,758
2021;1742;2900;0,059;0,026;0,083;0,326;0,299;0,73;0,722;0,737
2021;1744;800;0,145;0,059;0,22;0,273;0,247;0,62;0,609;0,631
2021;1746;700;0,085;0,051;0,134;0,312;0,261;0,699;0,686;0,711
2021;1747;1600;0,081;0,068;0,149;0,326;0,254;0,713;0,703;0,724
2021;1749;2500;0,129;0,071;0,224;0,293;0,249;0,664;0,657;0,671
2021;1751;800;0,134;0,076;0,234;0,283;0,241;0,642;0,629;0,655
2021;1752;300;0,183;0,09;0,31;0,208;0,221;0,535;0,51;0,56
2021;1753;300;-0,021;0,041;-0,033;0,4;0,267;0,747;0,721;0,774
2021;1754;300;0,118;0,075;0,21;0,301;0,265;0,675;0,659;0,691
2021;1755;700;0,077;0,041;0,104;0,311;0,27;0,697;0,685;0,71
2021;1756;1000;0,053;0,064;0,105;0,338;0,26;0,697;0,686;0,709
2021;1757;300;0,099;0,087;0,17;0,288;0,25;0,647;0,631;0,664
2021;1759;1100;0,081;0,016;0,089;0,328;0,253;0,697;0,685;0,708
2021;1761;3600;0,031;0,04;0,047;0,342;0,279;0,736;0,729;0,743
2021;1764;1600;0,095;0,096;0,189;0,313;0,227;0,646;0,635;0,657
2021;1766;900;0,057;0,07;0,114;0,322;0,269;0,694;0,683;0,705
2021;1767;500;0,069;0,103;0,165;0,299;0,227;0,635;0,615;0,654
2021;1768;400;0,128;0,079;0,225;0,302;0,247;0,661;0,643;0,679
2021;1769;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1771;2700;0,019;0,052;0,027;0,357;0,269;0,733;0,725;0,74
2021;1773;200;-0,037;0,051;-0,076;0,31;0,315;0,733;0,712;0,754
2021;1774;900;0,038;0,093;0,119;0,361;0,247;0,736;0,722;0,751
2021;1775;2100;-0,082;0,091;-0,045;0,429;0,245;0,753;0,744;0,762
2021;1777;2400;0,007;0,043;0,004;0,36;0,268;0,747;0,741;0,753
2021;1778;400;0,108;0,062;0,161;0,275;0,248;0,623;0,609;0,636
2021;1779;1100;0,013;0,077;0,04;0,348;0,244;0,686;0,674;0,698
2021;1781;4900;-0,103;-0,043;-0,223;0,38;0,38;0,88;0,874;0,885
2021;1782;5400;-0,078;-0,027;-0,166;0,371;0,358;0,865;0,862;0,869
2021;1783;1400;-0,153;-0,074;-0,319;0,407;0,379;0,921;0,915;0,927
2021;1784;4300;-0,144;-0,086;-0,321;0,413;0,397;0,95;0,946;0,955
2021;1785;4700;-0,085;-0,01;-0,175;0,346;0,279;0,748;0,741;0,754
2021;1786;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1787;1000;0,1;0,062;0,184;0,299;0,251;0,697;0,685;0,709
2021;1788;5100;0,092;0,075;0,19;0,266;0,247;0,6;0,596;0,605
2021;1789;300;0,204;0,051;0,332;0,23;0,226;0,574;0,553;0,594
2021;1791;3500;0,043;0,039;0,059;0,348;0,263;0,7;0,695;0,705
2021;1792;600;0,142;0,087;0,243;0,272;0,233;0,583;0,571;0,595
2021;1793;200;0,192;0,059;0,28;0,243;0,243;0,534;0,512;0,555
2021;1794;600;0,137;0,081;0,247;0,274;0,241;0,596;0,575;0,616
2021;1795;600;0,129;0,078;0,222;0,293;0,232;0,599;0,582;0,615
2021;1796;700;0,093;0,046;0,156;0,35;0,263;0,65;0,633;0,668
2021;1797;500;0,145;0,027;0,232;0,29;0,26;0,61;0,594;0,626
2021;1811;3300;0,001;0,033;0,1;0,373;0,312;0,787;0,783;0,792
2021;1812;100;0,076;0,06;0,111;0,333;0,283;0,709;0,675;0,743
2021;1813;4300;-0,116;-0,051;-0,222;0,418;0,394;0,969;0,964;0,975
2021;1814;4500;-0,034;-0,027;-0,073;0,415;0,348;0,954;0,948;0,96
2021;1815;3600;0,105;0,06;0,252;0,312;0,267;0,688;0,683;0,693
2021;1816;4500;-0,046;-0,021;-0,091;0,392;0,344;0,887;0,882;0,892
2021;1817;1900;0,092;0,044;0,221;0,317;0,281;0,709;0,701;0,717
2021;1821;800;-0,032;-0,006;-0,051;0,383;0,355;0,904;0,895;0,913
2021;1822;2100;0,138;0,102;0,35;0,291;0,252;0,677;0,673;0,682
2021;1823;3200;0,02;-0,004;0,025;0,377;0,34;0,877;0,87;0,884
2021;1824;3600;-0,037;-0,004;-0,056;0,362;0,324;0,842;0,837;0,847
2021;1825;4500;-0,058;-0,011;-0,092;0,374;0,358;0,865;0,86;0,869
2021;1826;3000;0,011;0,013;0,031;0,332;0,315;0,753;0,747;0,758
2021;1827;4700;0,01;0,031;0,05;0,35;0,316;0,798;0,792;0,804
2021;1829;1800;0,111;0,044;0,198;0,31;0,245;0,696;0,689;0,704
2021;1831;1100;0,015;0,009;0,024;0,359;0,32;0,798;0,788;0,808
2021;1832;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1834;2400;0,128;0,054;0,223;0,293;0,267;0,689;0,68;0,697
2021;1841;800;0,111;0,087;0,254;0,308;0,251;0,673;0,659;0,688
2021;1842;200;0,18;0,079;0,311;0,259;0,232;0,655;0,635;0,675
2021;1843;300;0,152;0,076;0,291;0,293;0,238;0,645;0,626;0,664
2021;1844;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1846;200;0,237;0,119;0,426;0,181;0,202;0,472;0,434;0,509
2021;1847;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;1851;5600;0,139;0,029;0,239;0,311;0,292;0,742;0,737;0,748
2021;1852;4800;0,129;0,016;0,206;0,317;0,263;0,715;0,711;0,719
2021;1853;300;0,201;0,16;0,522;0,221;0,171;0,533;0,513;0,552
2021;1861;3100;0,174;-0,006;0,233;0,306;0,26;0,713;0,704;0,721
2021;1862;2800;0,112;0,003;0,153;0,337;0,264;0,737;0,731;0,743
2021;1865;200;0,187;-0,032;0,231;0,3;0,266;0,67;0,653;0,687
2021;1871;2100;0,161;0,006;0,226;0,296;0,256;0,674;0,665;0,682
2021;1873;700;0,085;0,017;0,123;0,347;0,287;0,727;0,716;0,738
2021;1901;6500;0,155;0,042;0,273;0,284;0,264;0,683;0,68;0,687
2021;1902;4000;0,138;0,032;0,23;0,295;0,266;0,698;0,693;0,703
2021;1906;3200;0,181;0,074;0,315;0,261;0,238;0,619;0,615;0,624
2021;1911;5700;0,129;0,074;0,258;0,291;0,258;0,678;0,673;0,684
2021;1921;2100;0,161;0,079;0,267;0,261;0,237;0,609;0,6;0,617
2021;1931;2200;0,064;-0,003;0,03;0,35;0,277;0,739;0,728;0,749
2021;1934;1500;0,151;0,069;0,25;0,279;0,25;0,654;0,644;0,664
2021;1935;1100;0,148;0,068;0,235;0,275;0,251;0,631;0,622;0,641
2021;1941;2100;-0,038;0,023;-0,043;0,343;0,307;0,76;0,75;0,77
2021;1942;1100;0,131;0,055;0,252;0,303;0,256;0,7;0,688;0,712
2021;1943;2300;0,091;0,063;0,199;0,311;0,27;0,717;0,709;0,725
2021;1944;3300;-0,025;0,017;-0,029;0,377;0,315;0,823;0,816;0,83
2021;1945;3300;-0,054;-0,011;-0,116;0,393;0,324;0,856;0,85;0,863
2021;1946;2100;-0,159;-0,052;-0,307;0,397;0,398;0,934;0,928;0,94
2021;1947;1600;-0,061;0,009;-0,105;0,368;0,341;0,844;0,835;0,854
2021;1948;2000;0,153;0,163;0,411;0,255;0,172;0,569;0,563;0,574
2021;1949;1100;0,078;0,058;0,183;0,32;0,261;0,683;0,673;0,693
2021;1951;2400;-0,128;-0,051;-0,262;0,407;0,397;0,929;0,922;0,935
2021;1961;800;0,076;0,026;0,098;0,301;0,232;0,638;0,624;0,651
2021;1962;3400;-0,06;-0,024;-0,138;0,389;0,352;0,876;0,872;0,88
2021;1963;2400;0,108;0,055;0,201;0,298;0,253;0,682;0,675;0,688
2021;1964;3200;0,064;0,052;0,105;0,327;0,257;0,728;0,721;0,734
2021;1965;2400;0,183;0,081;0,33;0,243;0,234;0,602;0,594;0,611
2021;1966;2500;-0,094;-0,049;-0,221;0,399;0,372;0,891;0,886;0,897
2021;1967;1800;0,17;0,124;0,385;0,255;0,215;0,608;0,601;0,614
2021;1968;100;0,221;0,049;0,335;0,238;0,243;0,625;0,594;0,656
2021;1969;500;0,237;0,104;0,406;0,209;0,206;0,528;0,506;0,549
2021;1971;4200;0,006;0,054;0,038;0,347;0,291;0,767;0,763;0,771
2021;1972;4000;-0,097;-0,015;-0,182;0,391;0,355;0,866;0,859;0,874
2021;1973;2800;-0,063;0,006;-0,115;0,376;0,325;0,822;0,814;0,831
2021;1974;2900;-0,09;-0,04;-0,213;0,404;0,343;0,887;0,88;0,893
2021;1975;1400;-0,145;-0,035;-0,263;0,408;0,382;0,915;0,906;0,924
2021;1976;200;-0,024;0,038;-0,002;0,426;0,237;0,762;0,718;0,807
2021;1981;900;0,189;0,035;0,301;0,27;0,242;0,669;0,661;0,677
2021;1985;1300;0,29;0,07;0,498;0,141;0,211;0,508;0,498;0,518
2021;1991;5300;0,14;0,084;0,27;0,28;0,241;0,653;0,649;0,658
2021;1992;800;0,164;0,117;0,359;0,271;0,21;0,604;0,591;0,617
2021;2011;8000;0,065;0,036;0,238;0,363;0,298;0,747;0,744;0,75
2021;2012;6000;0,152;0,042;0,349;0,321;0,279;0,736;0,731;0,74
2021;2013;4000;0,121;0,072;0,327;0,318;0,267;0,711;0,707;0,716
2021;2014;3600;0,147;0,092;0,374;0,3;0,241;0,691;0,686;0,696
2021;2015;2500;0,182;0,032;0,383;0,295;0,284;0,704;0,699;0,709
2021;2019;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2021;4600;0,035;0,063;0,193;0,358;0,281;0,769;0,763;0,774
2021;2022;3900;0,093;0,081;0,253;0,312;0,259;0,735;0,73;0,741
2021;2023;5300;0,191;0,093;0,453;0,272;0,23;0,651;0,645;0,656
2021;2024;3900;0,173;0,078;0,386;0,271;0,247;0,67;0,664;0,676
2021;2025;4700;0,001;0,018;0,042;0,39;0,324;0,894;0,889;0,899
2021;2026;2400;0,038;0,029;0,113;0,373;0,306;0,854;0,848;0,86
2021;2031;800;0,122;0,062;0,293;0,338;0,283;0,808;0,798;0,819
2021;2032;4200;-0,028;0,009;0,006;0,402;0,34;0,931;0,927;0,936
2021;2033;6000;-0,08;-0,024;-0,134;0,411;0,359;0,945;0,94;0,95
2021;2034;5000;-0,1;-0,053;-0,202;0,41;0,375;0,949;0,945;0,953
2021;2035;3400;-0,076;-0,032;-0,131;0,419;0,386;0,996;0,991;1,001
2021;2036;3700;-0,006;-0,01;-0,02;0,372;0,333;0,846;0,842;0,85
2021;2037;3900;-0,2;-0,117;-0,43;0,422;0,423;1,009;1,003;1,014
2021;2041;3800;-0,053;-0,029;-0,118;0,409;0,35;0,868;0,864;0,872
2021;2042;4300;0,087;0,008;0,13;0,364;0,292;0,781;0,776;0,787
2021;2051;1700;0,263;0,07;0,522;0,203;0,235;0,593;0,585;0,602
2021;2061;3000;0,155;0,001;0,272;0,332;0,285;0,782;0,777;0,788
2021;2063;300;0,117;0,036;0,235;0,338;0,265;0,74;0,727;0,753
2021;2064;1400;0,154;0,079;0,31;0,292;0,253;0,685;0,676;0,694
2021;2065;100;0,222;0,089;0,4;0,233;0,222;0,556;0,531;0,582
2021;2071;3200;0,183;0,07;0,342;0,264;0,238;0,639;0,629;0,649
2021;2082;1400;0,168;0,042;0,34;0,315;0,263;0,737;0,728;0,746
2021;2101;3700;0,114;0;0,189;0,358;0,273;0,809;0,803;0,816
2021;2102;2200;0,271;0,046;0,495;0,191;0,239;0,592;0,585;0,6
2021;2103;1500;0,162;0,068;0,335;0,3;0,261;0,731;0,724;0,739
2021;2104;1600;0,11;0,027;0,206;0,343;0,27;0,743;0,732;0,754
2021;2105;1800;0,18;0,041;0,315;0,263;0,227;0,653;0,644;0,663
2021;2106;1200;0,269;0,07;0,531;0,192;0,24;0,568;0,56;0,576
2021;2111;1800;0,313;0,042;0,557;0,135;0,237;0,518;0,511;0,525
2021;2114;1000;0,11;0,036;0,189;0,322;0,263;0,718;0,707;0,729
2021;2116;500;0,221;-0,01;0,333;0,259;0,229;0,682;0,664;0,701
2021;2121;2200;0,182;0,026;0,293;0,277;0,265;0,691;0,684;0,698
2021;2131;4700;0,096;0,029;0,157;0,334;0,272;0,765;0,758;0,772
2021;2132;6200;0,022;0,017;0,067;0,376;0,312;0,811;0,807;0,815
2021;2133;3400;0,076;0,032;0,139;0,332;0,297;0,751;0,746;0,756
2021;2134;11100;0,089;0,072;0,208;0,331;0,28;0,767;0,764;0,77
2021;2135;7100;0,127;0,086;0,276;0,298;0,254;0,699;0,695;0,703
2021;2136;800;0,213;0,102;0,392;0,223;0,219;0,557;0,543;0,57
2021;2141;2000;0,16;0,069;0,301;0,292;0,26;0,683;0,676;0,69
2021;2142;400;0,223;0,109;0,423;0,218;0,203;0,532;0,514;0,55
2021;2143;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2144;400;0,164;0,131;0,338;0,247;0,194;0,541;0,522;0,561
2021;2151;6200;0,124;0,093;0,27;0,295;0,241;0,687;0,683;0,692
2021;2152;4700;0,131;0,115;0,316;0,288;0,226;0,66;0,654;0,665
2021;2153;1400;0,015;0,015;0,009;0,378;0,284;0,789;0,778;0,799
2021;2154;100;0,134;0,089;0,265;0,286;0,223;0,608;0,582;0,634
2021;2155;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;2156;200;0,139;0,05;0,224;0,301;0,241;0,661;0,628;0,693
2021;2157;500;0,072;0,073;0,143;0,336;0,248;0,703;0,685;0,721
2021;2158;200;0,122;0,072;0,207;0,303;0,237;0,629;0,606;0,653
2021;2159;200;0,168;0,056;0,312;0,301;0,247;0,633;0,608;0,658
2021;2161;5800;0,078;0,058;0,148;0,332;0,245;0,722;0,718;0,725
2021;2162;3200;0,065;0,065;0,14;0,335;0,264;0,755;0,749;0,76
2021;2163;1300;0,091;0,071;0,179;0,304;0,246;0,668;0,658;0,677
2021;2165;1400;0,125;0,098;0,255;0,297;0,234;0,656;0,645;0,667
2021;2171;4500;0,107;0,067;0,21;0,308;0,249;0,693;0,688;0,698
2021;2172;2500;0,066;0,063;0,147;0,347;0,257;0,75;0,744;0,757
2021;2181;4300;0,068;0,061;0,138;0,336;0,268;0,736;0,728;0,743
2021;2182;5600;0,082;0,069;0,17;0,32;0,254;0,711;0,706;0,716
2021;2191;1000;0,132;0,09;0,24;0,28;0,229;0,64;0,626;0,655
2021;2201;5800;0,091;0,069;0,188;0,33;0,261;0,728;0,723;0,733
2021;2202;4000;0,104;0,031;0,177;0,345;0,27;0,723;0,718;0,728
2021;2203;2000;0,084;0,04;0,141;0,328;0,271;0,753;0,744;0,761
2021;2204;400;0,185;0,055;0,333;0,28;0,275;0,679;0,666;0,693
2021;2211;6400;0,076;0,057;0,137;0,339;0,267;0,742;0,737;0,746
2021;2212;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2215;6300;0,171;0,114;0,375;0,254;0,214;0,598;0,592;0,604
2021;2216;400;0,09;0,14;0,317;0,289;0,19;0,601;0,588;0,614
2021;2221;5600;0,024;0,04;0,032;0,351;0,295;0,769;0,763;0,774
2021;2222;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;2223;2400;0,044;0,047;0,071;0,365;0,281;0,793;0,784;0,803
2021;2224;3900;0,008;0,034;0,012;0,38;0,305;0,824;0,818;0,831
2021;2225;5500;0,127;0,089;0,215;0,272;0,221;0,618;0,613;0,624
2021;2231;6700;0,109;0,094;0,222;0,31;0,234;0,674;0,67;0,678
2021;2232;200;0,111;0,148;0,313;0,319;0,179;0,707;0,681;0,733
2021;2235;2300;0,155;0,128;0,351;0,261;0,203;0,612;0,606;0,618
2021;2241;4500;0,047;0;0,067;0,372;0,308;0,817;0,811;0,824
2021;2242;4000;0,095;-0,003;0,16;0,379;0,302;0,832;0,826;0,839
2021;2243;1200;0,313;0,003;0,495;0,134;0,244;0,533;0,522;0,543
2021;2244;700;0,32;0,048;0,604;0,125;0,271;0,515;0,505;0,524
2021;2245;1000;0,079;0,019;0,149;0,376;0,296;0,808;0,8;0,817
2021;2251;5000;0,09;0,03;0,167;0,351;0,286;0,782;0,777;0,786
2021;2252;2200;0,2;0,065;0,398;0,252;0,247;0,646;0,64;0,652
2021;2253;3600;0,137;0,051;0,286;0,296;0,262;0,701;0,694;0,707
2021;2254;300;0,217;0,115;0,504;0,244;0,219;0,612;0,594;0,629
2021;2261;2300;0,125;-0,011;0,196;0,321;0,27;0,761;0,751;0,771
2021;2262;1800;-0,103;-0,062;-0,216;0,399;0,379;0,912;0,905;0,918
2021;2263;2700;-0,134;-0,084;-0,298;0,407;0,393;0,953;0,948;0,959
2021;2264;3900;0,112;0,03;0,223;0,328;0,277;0,755;0,75;0,761
2021;2265;2200;0,081;0,008;0,138;0,361;0,295;0,808;0,8;0,817
2021;2266;2800;0,037;0,026;0,075;0,37;0,309;0,833;0,827;0,84
2021;2267;200;0,344;0,056;0,658;0,081;0,258;0,422;0,392;0,453
2021;2271;3100;0,171;0,052;0,367;0,303;0,256;0,731;0,724;0,738
2021;2272;3800;0,139;0,039;0,284;0,306;0,257;0,733;0,725;0,741
2021;2273;5600;-0,077;-0,068;-0,156;0,419;0,381;0,969;0,965;0,973
2021;2274;5800;0,066;0,041;0,206;0,339;0,306;0,794;0,79;0,798
2021;2275;1900;0,205;0,059;0,441;0,264;0,271;0,691;0,685;0,697
2021;2281;2000;0,212;0,09;0,493;0,228;0,246;0,577;0,57;0,584
2021;2282;5400;-0,009;0,009;0,037;0,389;0,329;0,875;0,872;0,879
2021;2283;3300;-0,022;-0,011;-0,02;0,378;0,336;0,835;0,829;0,841
2021;2284;2700;-0,109;-0,073;-0,219;0,397;0,362;0,89;0,884;0,897
2021;2285;3800;0,009;-0,016;0,001;0,399;0,333;0,896;0,892;0,899
2021;2286;5200;0,003;0,014;0,037;0,38;0,306;0,881;0,878;0,884
2021;2287;2200;-0,145;-0,092;-0,304;0,411;0,401;0,972;0,967;0,978
2021;2288;1000;0,136;0,098;0,363;0,286;0,243;0,651;0,64;0,662
2021;2289;800;0,1;0,019;0,206;0,365;0,324;0,875;0,866;0,883
2021;2291;5700;0,078;0,078;0,173;0,338;0,25;0,735;0,731;0,739
2021;2292;1000;0,163;0,133;0,363;0,265;0,204;0,638;0,631;0,645
2021;2295;1600;0,104;0,077;0,183;0,326;0,245;0,699;0,692;0,705
2021;2311;5000;0,002;-0,014;0,169;0,412;0,338;0,809;0,805;0,812
2021;2312;7300;-0,076;-0,039;0,017;0,422;0,371;0,883;0,879;0,887
2021;2313;5600;0,111;0,051;0,323;0,347;0,29;0,781;0,776;0,786
2021;2314;2700;0,106;0,03;0,255;0,359;0,3;0,823;0,818;0,828
2021;2315;4200;-0,128;-0,039;-0,174;0,416;0,382;0,963;0,958;0,968
2021;2316;4800;-0,03;-0,002;0,064;0,42;0,355;0,935;0,931;0,94
2021;2317;4700;0,02;-0,015;0,057;0,395;0,333;0,904;0,9;0,908
2021;2318;1300;0,227;0,093;0,519;0,198;0,225;0,533;0,522;0,543
2021;2321;5200;-0,084;-0,035;-0,062;0,424;0,378;0,946;0,941;0,951
2021;2322;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2323;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2324;4800;-0,056;-0,036;-0,097;0,403;0,353;0,907;0,902;0,912
2021;2331;4700;0,054;0,064;0,144;0,35;0,271;0,795;0,788;0,803
2021;2332;4900;-0,034;-0,018;-0,018;0,412;0,344;0,921;0,915;0,926
2021;2333;1400;0,052;-0,012;0,274;0,388;0,342;0,771;0,76;0,782
2021;2334;1100;0,139;0,01;0,336;0,353;0,32;0,793;0,782;0,805
2021;2341;4300;0,204;0,054;0,417;0,263;0,259;0,663;0,659;0,667
2021;2342;1300;0,248;0,146;0,596;0,199;0,192;0,523;0,512;0,533
2021;2343;5100;0,126;0,023;0,245;0,322;0,292;0,76;0,754;0,766
2021;2351;2100;0,19;0,096;0,408;0,253;0,223;0,624;0,616;0,632
2021;2352;4200;0,047;0,03;0,117;0,344;0,287;0,788;0,782;0,795
2021;2353;5800;0,102;0,045;0,215;0,323;0,268;0,749;0,743;0,754
2021;2355;700;0,129;0,081;0,209;0,298;0,234;0,666;0,651;0,681
2021;2361;2200;0,086;0,025;0,162;0,358;0,284;0,764;0,756;0,771
2021;2362;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2371;3900;0,103;0,087;0,203;0,315;0,233;0,696;0,691;0,702
2021;2374;300;0,158;0,085;0,279;0,3;0,25;0,71;0,691;0,728
2021;2375;700;0,097;0,105;0,214;0,338;0,227;0,689;0,68;0,698
2021;2376;300;0,179;0,121;0,331;0,258;0,208;0,577;0,553;0,602
2021;2377;1600;0,068;0,085;0,161;0,352;0,26;0,733;0,725;0,741
2021;2381;2200;0,163;0,08;0,284;0,267;0,228;0,634;0,626;0,641
2021;2382;1300;0,148;0,116;0,339;0,274;0,211;0,622;0,614;0,63
2021;2391;2500;0,142;0,1;0,286;0,288;0,216;0,634;0,627;0,641
2021;2394;2400;0,083;0,077;0,183;0,308;0,25;0,665;0,655;0,674
2021;2396;1800;0,105;0,062;0,187;0,313;0,236;0,681;0,675;0,688
2021;2401;4100;0,048;0,053;0,125;0,337;0,282;0,754;0,749;0,76
2021;2402;6200;-0,02;0,02;-0,027;0,363;0,304;0,81;0,806;0,814
2021;2403;4400;0,028;0,027;0,067;0,341;0,308;0,77;0,767;0,774
2021;2404;2500;-0,073;0,012;-0,114;0,388;0,315;0,833;0,826;0,84
2021;2405;3800;0,048;0,055;0,129;0,343;0,277;0,737;0,731;0,743
2021;2406;4300;0,099;0,088;0,236;0,297;0,24;0,665;0,66;0,671
2021;2407;300;0,16;0,086;0,26;0,298;0,242;0,68;0,664;0,696
2021;2408;6900;0,155;0,114;0,367;0,262;0,218;0,621;0,618;0,624
2021;2409;0;NA;NA;NA;NA;NA;NA;NA;NA
2021;2411;7400;0,086;0,067;0,161;0,322;0,255;0,713;0,709;0,717
2021;2412;500;0,178;0,19;0,494;0,232;0,134;0,512;0,504;0,519
2021;2415;700;0,178;0,12;0,344;0,26;0,211;0,601;0,593;0,609
2021;2421;3900;0,112;0,081;0,203;0,305;0,234;0,675;0,666;0,684
2021;2431;700;0,148;0,084;0,249;0,281;0,226;0,627;0,609;0,644
2021;2432;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2435;1300;0,128;0,098;0,235;0,283;0,229;0,63;0,62;0,64
2021;2441;1600;0,124;0,104;0,252;0,296;0,226;0,627;0,617;0,637
2021;2445;500;0,151;0,102;0,308;0,308;0,221;0,653;0,638;0,668
2021;2451;2000;0,106;0,068;0,185;0,322;0,252;0,7;0,693;0,707
2021;2461;4000;0,121;0,081;0,213;0,301;0,238;0,661;0,656;0,666
2021;2465;500;0,108;0,043;0,191;0,348;0,284;0,748;0,732;0,764
2021;2471;600;0,076;0,096;0,193;0,323;0,23;0,679;0,665;0,693
2021;2481;1500;0,123;0,072;0,233;0,307;0,246;0,67;0,662;0,677
2021;2491;100;0,231;0,116;0,497;0,244;0,202;0,58;0,55;0,611
2021;2492;4600;0,129;0,09;0,3;0,304;0,256;0,743;0,738;0,748
2021;2493;2700;0,136;0,119;0,364;0,298;0,237;0,707;0,704;0,71
2021;2495;100;NA;NA;NA;NA;NA;NA;NA;NA
2021;2496;4300;0,077;0,046;0,208;0,358;0,322;0,852;0,846;0,859
2021;2497;3900;0,044;0,048;0,146;0,368;0,32;0,876;0,869;0,882
2021;2498;1900;0,129;0,105;0,355;0,334;0,259;0,803;0,796;0,81
2021;2511;2500;-0,068;-0,056;-0,043;0,441;0,4;1,014;1,006;1,022
2021;2512;7500;-0,223;-0,138;-0,398;0,442;0,452;1,074;1,07;1,078
2021;2513;4200;-0,079;-0,083;-0,104;0,447;0,417;1,022;1,017;1,027
2021;2514;2100;0,063;-0,024;0,199;0,39;0,346;0,813;0,803;0,823
2021;2515;6100;-0,253;-0,159;-0,49;0,433;0,464;1,091;1,088;1,094
2021;2516;4300;-0,248;-0,153;-0,497;0,419;0,463;1,046;1,043;1,049
2021;2517;5100;0,111;0,016;0,311;0,348;0,315;0,756;0,751;0,761
2021;2518;6000;-0,03;-0,035;0,058;0,426;0,381;0,923;0,92;0,926
2021;2521;5200;-0,227;-0,143;-0,425;0,416;0,451;1,018;1,016;1,021
2021;2522;6000;-0,138;-0,016;-0,2;0,381;0,357;0,827;0,822;0,831
2021;2523;2500;-0,133;-0,021;-0,203;0,385;0,37;0,86;0,851;0,869
2021;2524;2800;-0,187;-0,09;-0,38;0,423;0,436;1,02;1,014;1,025
2021;2525;6100;-0,258;-0,165;-0,63;0,426;0,476;1,059;1,055;1,064
2021;2526;5400;-0,335;-0,23;-0,813;0,4;0,495;1,079;1,076;1,083
2021;2531;4200;-0,254;-0,146;-0,538;0,419;0,469;1,042;1,037;1,047
2021;2532;3000;-0,323;-0,198;-0,667;0,403;0,49;1,065;1,06;1,069
2021;2533;3800;-0,343;-0,232;-0,766;0,388;0,496;1,047;1,042;1,052
2021;2541;4200;-0,291;-0,187;-0,634;0,403;0,491;1,041;1,037;1,046
2021;2542;4700;-0,253;-0,134;-0,531;0,405;0,451;1,008;1,005;1,012
2021;2543;3000;-0,267;-0,174;-0,588;0,418;0,475;1,058;1,054;1,062
2021;2544;5800;-0,236;-0,136;-0,51;0,422;0,447;1,045;1,04;1,049
2021;2545;5900;-0,142;-0,082;-0,299;0,426;0,414;1;0,996;1,005
2021;2546;2900;-0,012;0,056;0,055;0,336;0,292;0,734;0,727;0,741
2021;2547;4300;-0,054;0,008;-0,064;0,351;0,317;0,791;0,786;0,795
2021;2548;8300;0,078;0,062;0,197;0,349;0,297;0,826;0,823;0,829
2021;2551;5700;-0,083;-0,081;-0,217;0,397;0,373;0,914;0,91;0,917
2021;2552;7300;-0,009;-0,01;-0,026;0,374;0,333;0,863;0,86;0,866
2021;2553;4500;0,021;0;0,043;0,385;0,329;0,894;0,888;0,9
2021;2554;1000;0,172;0,002;0,276;0,28;0,252;0,659;0,648;0,671
2021;2555;5300;0,035;-0,036;0,026;0,364;0,296;0,816;0,81;0,823
2021;2561;2700;0,029;0,02;0,176;0,379;0,329;0,829;0,823;0,835
2021;2562;5800;-0,115;-0,04;-0,113;0,429;0,379;0,948;0,943;0,952
2021;2563;5300;-0,023;-0,002;0,047;0,394;0,357;0,893;0,889;0,896
2021;2564;5200;0,137;0,066;0,332;0,292;0,273;0,7;0,696;0,704
2021;2565;6000;0,126;0,043;0,29;0,291;0,283;0,703;0,697;0,708
2021;2566;2700;0,264;0,051;0,518;0,192;0,241;0,55;0,544;0,555
2021;2571;5200;-0,22;-0,118;-0,447;0,422;0,437;1,042;1,037;1,046
2021;2572;3900;-0,207;-0,103;-0,474;0,422;0,429;0,995;0,989;1,001
2021;2573;4800;-0,104;0,003;-0,14;0,373;0,346;0,818;0,813;0,823
